symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2020-01-29 00:00:00+00:00,81.08499908,81.96250153,80.34500122,81.11250305,216229200,78.33241272,81.96250153,80.34500122,81.11250305,216229200,0,1
AAPL,2020-01-30 00:00:00+00:00,80.96749878,81.02249908,79.6875,80.13500214,126743200,78.21889496,81.02249908,79.6875,80.13500214,126743200,0,1
AAPL,2020-01-31 00:00:00+00:00,77.37750244,80.66999817,77.07250214,80.23249817,199588400,74.75077057,80.66999817,77.07250214,80.23249817,199588400,0,1
AAPL,2020-02-03 00:00:00+00:00,77.16500092,78.37249756,75.55500031,76.07499695,173788400,74.54550171,78.37249756,75.55500031,76.07499695,173788400,0,1
AAPL,2020-02-04 00:00:00+00:00,79.71250153,79.91000366,78.40750122,78.82749939,136616400,77.0065155,79.91000366,78.40750122,78.82749939,136616400,0,1
AAPL,2020-02-05 00:00:00+00:00,80.36250305,81.19000244,79.73750305,80.87999725,118826800,77.63443756,81.19000244,79.73750305,80.87999725,118826800,0,1
AAPL,2020-02-06 00:00:00+00:00,81.30249786,81.30500031,80.06500244,80.64250183,105425600,78.5425415,81.30500031,80.06500244,80.64250183,105425600,0,1
AAPL,2020-02-07 00:00:00+00:00,80.00749969,80.84999847,79.5,80.59249878,117684000,77.47491455,80.84999847,79.5,80.59249878,117684000,0,1
AAPL,2020-02-10 00:00:00+00:00,80.38749695,80.38749695,78.46250153,78.54499817,109348800,77.84289551,80.38749695,78.46250153,78.54499817,109348800,0,1
AAPL,2020-02-11 00:00:00+00:00,79.90249634,80.97499847,79.67749786,80.90000153,94323200,77.37325287,80.97499847,79.67749786,80.90000153,94323200,0,1
AAPL,2020-02-12 00:00:00+00:00,81.80000305,81.80500031,80.36750031,80.36750031,113730400,79.21070099,81.80500031,80.36750031,80.36750031,113730400,0,1
AAPL,2020-02-13 00:00:00+00:00,81.21749878,81.55500031,80.83750153,81.04750061,94747600,78.6466217,81.55500031,80.83750153,81.04750061,94747600,0,1
AAPL,2020-02-14 00:00:00+00:00,81.23750305,81.49500275,80.71250153,81.18499756,80113600,78.666008,81.49500275,80.71250153,81.18499756,80113600,0,1
AAPL,2020-02-18 00:00:00+00:00,79.75,79.9375,78.65249634,78.83999634,152531200,77.22557068,79.9375,78.65249634,78.83999634,152531200,0,1
AAPL,2020-02-19 00:00:00+00:00,80.90499878,81.14250183,80,80,93984000,78.3440094,81.14250183,80,80,93984000,0,1
AAPL,2020-02-20 00:00:00+00:00,80.07499695,81.16249847,79.55249786,80.65750122,100566000,77.54029083,81.16249847,79.55249786,80.65750122,100566000,0,1
AAPL,2020-02-21 00:00:00+00:00,78.26249695,80.11250305,77.625,79.65499878,129554000,75.78516388,80.11250305,77.625,79.65499878,129554000,0,1
AAPL,2020-02-24 00:00:00+00:00,74.54499817,76.04499817,72.30750275,74.31500244,222195200,72.18534088,76.04499817,72.30750275,74.31500244,222195200,0,1
AAPL,2020-02-25 00:00:00+00:00,72.01999664,75.63249969,71.53250122,75.23750305,230673600,69.74026489,75.63249969,71.53250122,75.23750305,230673600,0,1
AAPL,2020-02-26 00:00:00+00:00,73.16249847,74.47000122,71.625,71.63249969,198054800,70.84661102,74.47000122,71.625,71.63249969,198054800,0,1
AAPL,2020-02-27 00:00:00+00:00,68.37999725,71.5,68.23999786,70.27500153,320605600,66.21547699,71.5,68.23999786,70.27500153,320605600,0,1
AAPL,2020-02-28 00:00:00+00:00,68.33999634,69.60250092,64.09249878,64.31500244,426510000,66.17676544,69.60250092,64.09249878,64.31500244,426510000,0,1
AAPL,2020-03-02 00:00:00+00:00,74.70249939,75.36000061,69.43000031,70.56999969,341397200,72.33785248,75.36000061,69.43000031,70.56999969,341397200,0,1
AAPL,2020-03-03 00:00:00+00:00,72.33000183,76,71.44999695,75.91750336,319475600,70.04044342,76,71.44999695,75.91750336,319475600,0,1
AAPL,2020-03-04 00:00:00+00:00,75.68499756,75.84999847,73.28250122,74.11000061,219178400,73.28926086,75.84999847,73.28250122,74.11000061,219178400,0,1
AAPL,2020-03-05 00:00:00+00:00,73.23000336,74.88749695,72.85250092,73.87999725,187572800,70.91197205,74.88749695,72.85250092,73.87999725,187572800,0,1
AAPL,2020-03-06 00:00:00+00:00,72.25749969,72.70500183,70.30750275,70.5,226176800,69.97026825,72.70500183,70.30750275,70.5,226176800,0,1
AAPL,2020-03-09 00:00:00+00:00,66.54250336,69.52249908,65.75,65.9375,286744800,64.43617249,69.52249908,65.75,65.9375,286744800,0,1
AAPL,2020-03-10 00:00:00+00:00,71.33499908,71.61000061,67.34249878,69.28500366,285290000,69.07695007,71.61000061,67.34249878,69.28500366,285290000,0,1
AAPL,2020-03-11 00:00:00+00:00,68.85749817,70.30500031,67.96499634,69.34750366,255598800,66.67785645,70.30500031,67.96499634,69.34750366,255598800,0,1
AAPL,2020-03-12 00:00:00+00:00,62.05749893,67.5,62,63.98500061,418474000,60.09312439,67.5,62,63.98500061,418474000,0,1
AAPL,2020-03-13 00:00:00+00:00,69.49250031,69.98000336,63.23749924,66.22250366,370732000,67.29277039,69.98000336,63.23749924,66.22250366,370732000,0,1
AAPL,2020-03-16 00:00:00+00:00,60.55250168,64.76999664,60,60.48749924,322423600,58.63576126,64.76999664,60,60.48749924,322423600,0,1
AAPL,2020-03-17 00:00:00+00:00,63.21500015,64.40249634,59.59999847,61.87749863,324056000,61.21398163,64.40249634,59.59999847,61.87749863,324056000,0,1
AAPL,2020-03-18 00:00:00+00:00,61.66749954,62.5,59.27999878,59.94250107,300233600,59.71546936,62.5,59.27999878,59.94250107,300233600,0,1
AAPL,2020-03-19 00:00:00+00:00,61.19499969,63.20999908,60.65250015,61.84749985,271857200,59.25792313,63.20999908,60.65250015,61.84749985,271857200,0,1
AAPL,2020-03-20 00:00:00+00:00,57.31000137,62.95750046,57,61.79499817,401693200,55.49590302,62.95750046,57,61.79499817,401693200,0,1
AAPL,2020-03-23 00:00:00+00:00,56.09249878,57.125,53.15250015,57.02000046,336752800,54.31693649,57.125,53.15250015,57.02000046,336752800,0,1
AAPL,2020-03-24 00:00:00+00:00,61.72000122,61.92250061,58.57500076,59.09000015,287531200,59.76630783,61.92250061,58.57500076,59.09000015,287531200,0,1
AAPL,2020-03-25 00:00:00+00:00,61.38000107,64.5625,61.07500076,62.6875,303602000,59.43707275,64.5625,61.07500076,62.6875,303602000,0,1
AAPL,2020-03-26 00:00:00+00:00,64.61000061,64.66999817,61.59000015,61.63000107,252087200,62.56481171,64.66999817,61.59000015,61.63000107,252087200,0,1
AAPL,2020-03-27 00:00:00+00:00,61.93500137,63.96749878,61.76250076,63.1875,204216800,59.97449875,63.96749878,61.76250076,63.1875,204216800,0,1
AAPL,2020-03-30 00:00:00+00:00,63.70249939,63.88000107,62.34999847,62.68500137,167976400,61.68605423,63.88000107,62.34999847,62.68500137,167976400,0,1
AAPL,2020-03-31 00:00:00+00:00,63.57249832,65.62249756,63,63.90000153,197002000,61.56016159,65.62249756,63,63.90000153,197002000,0,1
AAPL,2020-04-01 00:00:00+00:00,60.22750092,62.18000031,59.78250122,61.625,176218400,58.32104874,62.18000031,59.78250122,61.625,176218400,0,1
AAPL,2020-04-02 00:00:00+00:00,61.23249817,61.28749847,59.22499847,60.08499908,165934000,59.29423904,61.28749847,59.22499847,60.08499908,165934000,0,1
AAPL,2020-04-03 00:00:00+00:00,60.35250092,61.42499924,59.74250031,60.70000076,129880000,58.4420929,61.42499924,59.74250031,60.70000076,129880000,0,1
AAPL,2020-04-06 00:00:00+00:00,65.61750031,65.77749634,62.34500122,62.72499847,201820400,63.54043198,65.77749634,62.34500122,62.72499847,201820400,0,1
AAPL,2020-04-07 00:00:00+00:00,64.85749817,67.92500305,64.75,67.69999695,202887200,62.80448532,67.92500305,64.75,67.69999695,202887200,0,1
AAPL,2020-04-08 00:00:00+00:00,66.51750183,66.84249878,65.30750275,65.68499756,168895200,64.41194153,66.84249878,65.30750275,65.68499756,168895200,0,1
AAPL,2020-04-09 00:00:00+00:00,66.99749756,67.51750183,66.17500305,67.17500305,161834800,64.87673187,67.51750183,66.17500305,67.17500305,161834800,0,1
AAPL,2020-04-13 00:00:00+00:00,68.3125,68.42500305,66.45749664,67.07749939,131022800,66.15013123,68.42500305,66.45749664,67.07749939,131022800,0,1
AAPL,2020-04-14 00:00:00+00:00,71.76249695,72.0625,69.51249695,70,194994800,69.49092102,72.0625,69.51249695,70,194994800,0,1
AAPL,2020-04-15 00:00:00+00:00,71.10749817,71.58249664,70.15750122,70.59999847,131154400,68.85664368,71.58249664,70.15750122,70.59999847,131154400,0,1
AAPL,2020-04-16 00:00:00+00:00,71.67250061,72.05000305,70.58750153,71.84500122,157125200,69.40377045,72.05000305,70.58750153,71.84500122,157125200,0,1
AAPL,2020-04-17 00:00:00+00:00,70.69999695,71.73750305,69.21499634,71.17250061,215250000,68.46204376,71.73750305,69.21499634,71.17250061,215250000,0,1
AAPL,2020-04-20 00:00:00+00:00,69.23249817,70.41999817,69.21250153,69.48750305,130015200,67.041008,70.41999817,69.21250153,69.48750305,130015200,0,1
AAPL,2020-04-21 00:00:00+00:00,67.09249878,69.3125,66.35749817,69.06999969,180991600,64.96874237,69.3125,66.35749817,69.06999969,180991600,0,1
AAPL,2020-04-22 00:00:00+00:00,69.02500153,69.47499847,68.05000305,68.40249634,116862400,66.84007263,69.47499847,68.05000305,68.40249634,116862400,0,1
AAPL,2020-04-23 00:00:00+00:00,68.75749969,70.4375,68.71749878,68.96749878,124814400,66.58101654,70.4375,68.71749878,68.96749878,124814400,0,1
AAPL,2020-04-24 00:00:00+00:00,70.74250031,70.75250244,69.25,69.30000305,126161200,68.50320435,70.75250244,69.25,69.30000305,126161200,0,1
AAPL,2020-04-27 00:00:00+00:00,70.79250336,71.13500214,69.98750305,70.44999695,117087600,68.55164337,71.13500214,69.98750305,70.44999695,117087600,0,1
AAPL,2020-04-28 00:00:00+00:00,69.64499664,71.45749664,69.55000305,71.26999664,112004800,67.44044495,71.45749664,69.55000305,71.26999664,112004800,0,1
AAPL,2020-04-29 00:00:00+00:00,71.93250275,72.41750336,70.97250366,71.18250275,137280800,69.65553284,72.41750336,70.97250366,71.18250275,137280800,0,1
AAPL,2020-04-30 00:00:00+00:00,73.44999695,73.63249969,72.08750153,72.48999786,183064000,71.125,73.63249969,72.08750153,72.48999786,183064000,0,1
AAPL,2020-05-01 00:00:00+00:00,72.26750183,74.75,71.46250153,71.5625,240616800,69.97994232,74.75,71.46250153,71.5625,240616800,0,1
AAPL,2020-05-04 00:00:00+00:00,73.29000092,73.42250061,71.58000183,72.29250336,133568000,70.97006226,73.42250061,71.58000183,72.29250336,133568000,0,1
AAPL,2020-05-05 00:00:00+00:00,74.38999939,75.25,73.61499786,73.76499939,147751200,72.03523254,75.25,73.61499786,73.76499939,147751200,0,1
AAPL,2020-05-06 00:00:00+00:00,75.15750122,75.80999756,74.71749878,75.11499786,142333600,72.77846527,75.80999756,74.71749878,75.11499786,142333600,0,1
AAPL,2020-05-07 00:00:00+00:00,75.93499756,76.29250336,75.49250031,75.80500031,115215200,73.53131866,76.29250336,75.49250031,75.80500031,115215200,0,1
AAPL,2020-05-08 00:00:00+00:00,77.53250122,77.58750153,76.07250214,76.41000366,133838400,75.2815094,77.58750153,76.07250214,76.41000366,133838400,0,1
AAPL,2020-05-11 00:00:00+00:00,78.75250244,79.26249695,76.80999756,77.02500153,145946400,76.46609497,79.26249695,76.80999756,77.02500153,145946400,0,1
AAPL,2020-05-12 00:00:00+00:00,77.85250092,79.92250061,77.72750092,79.45749664,162301200,75.59222412,79.92250061,77.72750092,79.45749664,162301200,0,1
AAPL,2020-05-13 00:00:00+00:00,76.91249847,78.98750305,75.80249786,78.03749847,200622400,74.67949677,78.98750305,75.80249786,78.03749847,200622400,0,1
AAPL,2020-05-14 00:00:00+00:00,77.38500214,77.44750214,75.38249969,76.12750244,158929200,75.13829041,77.44750214,75.38249969,76.12750244,158929200,0,1
AAPL,2020-05-15 00:00:00+00:00,76.92749786,76.97499847,75.05249786,75.08750153,166348400,74.69407654,76.97499847,75.05249786,75.08750153,166348400,0,1
AAPL,2020-05-18 00:00:00+00:00,78.73999786,79.125,77.58000183,78.29250336,135178400,76.4539566,79.125,77.58000183,78.29250336,135178400,0,1
AAPL,2020-05-19 00:00:00+00:00,78.28500366,79.62999725,78.25250244,78.75749969,101729600,76.01216125,79.62999725,78.25250244,78.75749969,101729600,0,1
AAPL,2020-05-20 00:00:00+00:00,79.80750275,79.87999725,79.12999725,79.16999817,111504800,77.49046326,79.87999725,79.12999725,79.16999817,111504800,0,1
AAPL,2020-05-21 00:00:00+00:00,79.21250153,80.22250366,78.96749878,79.66500092,102688800,76.91272736,80.22250366,78.96749878,79.66500092,102688800,0,1
AAPL,2020-05-22 00:00:00+00:00,79.72250366,79.80750275,78.83750153,78.94249725,81803200,77.40794373,79.80750275,78.83750153,78.94249725,81803200,0,1
AAPL,2020-05-26 00:00:00+00:00,79.18250275,81.05999756,79.125,80.875,125522000,76.88359833,81.05999756,79.125,80.875,125522000,0,1
AAPL,2020-05-27 00:00:00+00:00,79.52749634,79.67749786,78.27249908,79.03500366,112945200,77.21858978,79.67749786,78.27249908,79.03500366,112945200,0,1
AAPL,2020-05-28 00:00:00+00:00,79.5625,80.86000061,78.90750122,79.19249725,133560800,77.25257111,80.86000061,78.90750122,79.19249725,133560800,0,1
AAPL,2020-05-29 00:00:00+00:00,79.48500061,80.28749847,79.11750031,79.8125,153532400,77.17733765,80.28749847,79.11750031,79.8125,153532400,0,1
AAPL,2020-06-01 00:00:00+00:00,80.46250153,80.58750153,79.30249786,79.4375,80791200,78.12644196,80.58750153,79.30249786,79.4375,80791200,0,1
AAPL,2020-06-02 00:00:00+00:00,80.83499908,80.86000061,79.73249817,80.1875,87642800,78.48813629,80.86000061,79.73249817,80.1875,87642800,0,1
AAPL,2020-06-03 00:00:00+00:00,81.27999878,81.55000305,80.57499695,81.16500092,104491200,78.92021179,81.55000305,80.57499695,81.16500092,104491200,0,1
AAPL,2020-06-04 00:00:00+00:00,80.58000183,81.40499878,80.19499969,81.09750366,87560400,78.24053192,81.40499878,80.19499969,81.09750366,87560400,0,1
AAPL,2020-06-05 00:00:00+00:00,82.875,82.9375,80.80750275,80.83750153,137250400,80.46891022,82.9375,80.80750275,80.83750153,137250400,0,1
AAPL,2020-06-08 00:00:00+00:00,83.36499786,83.40000153,81.83000183,82.5625,95654400,80.94467163,83.40000153,81.83000183,82.5625,95654400,0,1
AAPL,2020-06-09 00:00:00+00:00,85.99749756,86.40249634,83.00250244,83.03500366,147712400,83.50076294,86.40249634,83.00250244,83.03500366,147712400,0,1
AAPL,2020-06-10 00:00:00+00:00,88.20999908,88.69249725,86.52249908,86.97499847,166651600,85.64899445,88.69249725,86.52249908,86.97499847,166651600,0,1
AAPL,2020-06-11 00:00:00+00:00,83.97499847,87.76499939,83.87000275,87.32749939,201662400,81.53695679,87.76499939,83.87000275,87.32749939,201662400,0,1
AAPL,2020-06-12 00:00:00+00:00,84.69999695,86.94999695,83.55500031,86.18000031,200146000,82.24092102,86.94999695,83.55500031,86.18000031,200146000,0,1
AAPL,2020-06-15 00:00:00+00:00,85.74749756,86.41999817,83.14499664,83.3125,138808800,83.25799561,86.41999817,83.14499664,83.3125,138808800,0,1
AAPL,2020-06-16 00:00:00+00:00,88.01999664,88.30000305,86.18000031,87.86499786,165428800,85.46452332,88.30000305,86.18000031,87.86499786,165428800,0,1
AAPL,2020-06-17 00:00:00+00:00,87.89749908,88.84999847,87.77249908,88.78749847,114406400,85.3455658,88.84999847,87.77249908,88.78749847,114406400,0,1
AAPL,2020-06-18 00:00:00+00:00,87.93250275,88.36250305,87.30500031,87.85250092,96820400,85.37956238,88.36250305,87.30500031,87.85250092,96820400,0,1
AAPL,2020-06-19 00:00:00+00:00,87.43000031,89.13999939,86.28749847,88.66000366,264476000,84.89165497,89.13999939,86.28749847,88.66000366,264476000,0,1
AAPL,2020-06-22 00:00:00+00:00,89.71749878,89.86499786,87.78749847,87.83499908,135445200,87.11274719,89.86499786,87.78749847,87.83499908,135445200,0,1
AAPL,2020-06-23 00:00:00+00:00,91.63249969,93.09500122,90.56749725,91,212155600,88.97215271,93.09500122,90.56749725,91,212155600,0,1
AAPL,2020-06-24 00:00:00+00:00,90.01499939,92.19750214,89.62999725,91.25,192623200,87.40161133,92.19750214,89.62999725,91.25,192623200,0,1
AAPL,2020-06-25 00:00:00+00:00,91.20999908,91.25,89.39250183,90.17500305,137522400,88.56191254,91.25,89.39250183,90.17500305,137522400,0,1
AAPL,2020-06-26 00:00:00+00:00,88.40750122,91.33000183,88.25499725,91.10250092,205256800,85.84076691,91.33000183,88.25499725,91.10250092,205256800,0,1
AAPL,2020-06-29 00:00:00+00:00,90.44499969,90.54250336,87.81999969,88.3125,130646000,87.8191452,90.54250336,87.81999969,88.3125,130646000,0,1
AAPL,2020-06-30 00:00:00+00:00,91.19999695,91.49500275,90,90.01999664,140223200,88.55219269,91.49500275,90,90.01999664,140223200,0,1
AAPL,2020-07-01 00:00:00+00:00,91.02749634,91.83999634,90.97750092,91.27999878,110737200,88.38469696,91.83999634,90.97750092,91.27999878,110737200,0,1
AAPL,2020-07-02 00:00:00+00:00,91.02749634,92.61750031,90.91000366,91.96250153,114041600,88.38469696,92.61750031,90.91000366,91.96250153,114041600,0,1
AAPL,2020-07-06 00:00:00+00:00,93.46250153,93.94499969,92.46749878,92.5,118655600,90.74903107,93.94499969,92.46749878,92.5,118655600,0,1
AAPL,2020-07-07 00:00:00+00:00,93.17250061,94.65499878,93.05750275,93.85250092,112424400,90.46743011,94.65499878,93.05750275,93.85250092,112424400,0,1
AAPL,2020-07-08 00:00:00+00:00,95.34249878,95.375,94.08999634,94.18000031,117092000,92.57442474,95.375,94.08999634,94.18000031,117092000,0,1
AAPL,2020-07-09 00:00:00+00:00,95.75250244,96.31749725,94.67250061,96.26249695,125642800,92.97253418,96.31749725,94.67250061,96.26249695,125642800,0,1
AAPL,2020-07-10 00:00:00+00:00,95.91999817,95.98000336,94.70500183,95.33499908,90257200,93.13516235,95.98000336,94.70500183,95.33499908,90257200,0,1
AAPL,2020-07-13 00:00:00+00:00,95.47750092,99.95500183,95.25749969,97.26499939,191649200,92.70553589,99.95500183,95.25749969,97.26499939,191649200,0,1
AAPL,2020-07-14 00:00:00+00:00,97.05750275,97.25499725,93.87750244,94.83999634,170989200,94.23963928,97.25499725,93.87750244,94.83999634,170989200,0,1
AAPL,2020-07-15 00:00:00+00:00,97.72499847,99.24749756,96.48999786,98.98999786,153198000,94.88777161,99.24749756,96.48999786,98.98999786,153198000,0,1
AAPL,2020-07-16 00:00:00+00:00,96.52249908,97.40499878,95.90499878,96.5625,110577600,93.7201767,97.40499878,95.90499878,96.5625,110577600,0,1
AAPL,2020-07-17 00:00:00+00:00,96.32749939,97.14749908,95.83999634,96.98750305,92186800,93.53083038,97.14749908,95.83999634,96.98750305,92186800,0,1
AAPL,2020-07-20 00:00:00+00:00,98.35749817,98.5,96.0625,96.41750336,90318000,95.50189972,98.5,96.0625,96.41750336,90318000,0,1
AAPL,2020-07-21 00:00:00+00:00,97,99.25,96.74250031,99.17250061,103433200,94.183815,99.25,96.74250031,99.17250061,103433200,0,1
AAPL,2020-07-22 00:00:00+00:00,97.27249908,97.97499847,96.60250092,96.69249725,89001600,94.44839478,97.97499847,96.60250092,96.69249725,89001600,0,1
AAPL,2020-07-23 00:00:00+00:00,92.84500122,97.07749939,92.01000214,96.99749756,197004400,90.14944458,97.07749939,92.01000214,96.99749756,197004400,0,1
AAPL,2020-07-24 00:00:00+00:00,92.61499786,92.97000122,89.14499664,90.98750305,185438800,89.92610168,92.97000122,89.14499664,90.98750305,185438800,0,1
AAPL,2020-07-27 00:00:00+00:00,94.80999756,94.90499878,93.48000336,93.70999908,121214000,92.05740356,94.90499878,93.48000336,93.70999908,121214000,0,1
AAPL,2020-07-28 00:00:00+00:00,93.25250244,94.55000305,93.24749756,94.36750031,103625600,90.54511261,94.55000305,93.24749756,94.36750031,103625600,0,1
AAPL,2020-07-29 00:00:00+00:00,95.04000092,95.23000336,93.71250153,93.75,90329200,92.28070831,95.23000336,93.71250153,93.75,90329200,0,1
AAPL,2020-07-30 00:00:00+00:00,96.19000244,96.29750061,93.76750183,94.1875,158130000,93.39732361,96.29750061,93.76750183,94.1875,158130000,0,1
AAPL,2020-07-31 00:00:00+00:00,106.2600021,106.4150009,100.8249969,102.8850021,374336800,103.1749649,106.4150009,100.8249969,102.8850021,374336800,0,1
AAPL,2020-08-03 00:00:00+00:00,108.9375,111.6374969,107.8925018,108.1999969,308151200,105.7747421,111.6374969,107.8925018,108.1999969,308151200,0,1
AAPL,2020-08-04 00:00:00+00:00,109.6650009,110.7900009,108.3874969,109.1324997,173071600,106.4810944,110.7900009,108.3874969,109.1324997,173071600,0,1
AAPL,2020-08-05 00:00:00+00:00,110.0625,110.3925018,108.8974991,109.3775024,121776800,106.8670578,110.3925018,108.8974991,109.3775024,121776800,0,1
AAPL,2020-08-06 00:00:00+00:00,113.9024963,114.4124985,109.7975006,110.4049988,202428800,110.5955887,114.4124985,109.7975006,110.4049988,202428800,0,1
AAPL,2020-08-07 00:00:00+00:00,111.1125031,113.6750031,110.2925034,113.2050018,198045600,108.0811081,113.6750031,110.2925034,113.2050018,198045600,0,1
AAPL,2020-08-10 00:00:00+00:00,112.7275009,113.7750015,110,112.5999985,212403600,109.6520615,113.7750015,110,112.5999985,212403600,0,1
AAPL,2020-08-11 00:00:00+00:00,109.375,112.4824982,109.1074982,111.9700012,187902400,106.3910141,112.4824982,109.1074982,111.9700012,187902400,0,1
AAPL,2020-08-12 00:00:00+00:00,113.0100021,113.2750015,110.2975006,110.4974976,165598000,109.9268341,113.2750015,110.2975006,110.4974976,165598000,0,1
AAPL,2020-08-13 00:00:00+00:00,115.0100021,116.0425034,113.9274979,114.4300003,210082000,111.8722763,116.0425034,113.9274979,114.4300003,210082000,0,1
AAPL,2020-08-14 00:00:00+00:00,114.9075012,115,113.0449982,114.8300018,165565200,111.7725754,115,113.0449982,114.8300018,165565200,0,1
AAPL,2020-08-17 00:00:00+00:00,114.6074982,116.0875015,113.9625015,116.0625,119561600,111.4807358,116.0875015,113.9625015,116.0625,119561600,0,1
AAPL,2020-08-18 00:00:00+00:00,115.5625,116,114.0074997,114.3525009,105633600,112.4097061,116,114.0074997,114.3525009,105633600,0,1
AAPL,2020-08-19 00:00:00+00:00,115.7074966,117.1624985,115.6100006,115.9824982,145538000,112.5507355,117.1624985,115.6100006,115.9824982,145538000,0,1
AAPL,2020-08-20 00:00:00+00:00,118.2750015,118.3925018,115.7324982,115.75,126907200,115.0482025,118.3925018,115.7324982,115.75,126907200,0,1
AAPL,2020-08-21 00:00:00+00:00,124.3700027,124.8675003,119.25,119.2624969,338054800,120.9769135,124.8675003,119.25,119.2624969,338054800,0,1
AAPL,2020-08-24 00:00:00+00:00,125.8574982,128.7850037,123.9375,128.6974945,345937600,122.4238358,128.7850037,123.9375,128.6974945,345937600,0,1
AAPL,2020-08-25 00:00:00+00:00,124.8249969,125.1800003,123.0524979,124.6975021,211495600,121.419487,125.1800003,123.0524979,124.6975021,211495600,0,1
AAPL,2020-08-26 00:00:00+00:00,126.5224991,126.9925003,125.0824966,126.1800003,163022400,123.0707016,126.9925003,125.0824966,126.1800003,163022400,0,1
AAPL,2020-08-27 00:00:00+00:00,125.0100021,127.4850006,123.8324966,127.1425018,155552400,121.5994568,127.4850006,123.8324966,127.1425018,155552400,0,1
AAPL,2020-08-28 00:00:00+00:00,124.8075027,126.4424973,124.5774994,126.0124969,187630000,121.4024658,126.4424973,124.5774994,126.0124969,187630000,0,1
AAPL,2020-08-31 00:00:00+00:00,129.0399933,131,126,127.5800018,225702700,125.5195007,131,126,127.5800018,225702700,0,1
AAPL,2020-09-01 00:00:00+00:00,134.1799927,134.8000031,130.5299988,132.7599945,151948100,130.5192719,134.8000031,130.5299988,132.7599945,151948100,0,1
AAPL,2020-09-02 00:00:00+00:00,131.3999939,137.9799957,127,137.5899963,200119000,127.8151245,137.9799957,127,137.5899963,200119000,0,1
AAPL,2020-09-03 00:00:00+00:00,120.8799973,128.8399963,120.5,126.9100037,257599600,117.5821152,128.8399963,120.5,126.9100037,257599600,0,1
AAPL,2020-09-04 00:00:00+00:00,120.9599991,123.6999969,110.8899994,120.0699997,332607200,117.6599426,123.6999969,110.8899994,120.0699997,332607200,0,1
AAPL,2020-09-08 00:00:00+00:00,112.8199997,118.9899979,112.6800003,113.9499969,231366600,109.7420197,118.9899979,112.6800003,113.9499969,231366600,0,1
